movieId,title,genres
32011,Cursed (2005),Horror|Thriller
32013,Loop the Loop (Up and Down) (Horem pádem) (2004),Comedy
32015,Gory Gory Hallelujah (2003),Comedy|Fantasy|Horror
32017,"Pacifier, The (2005)",Action|Comedy
32019,Be Cool (2005),Comedy|Crime|Musical
32022,Gunner Palace (2004),Documentary|War
32025,Walk on Water (2004),Drama|Thriller
32029,Hostage (2005),Action|Crime|Drama|Thriller
32031,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
32056,Bopha! (1993),Drama
32058,Class Action (1991),Drama
32062,Courage Mountain (1990),Adventure|Children|Drama
32084,Crush (1992),Drama
32090,"Low Life, The (1995)",Drama
32116,"Oh, God! You Devil (1984)",Comedy
32149,Butch and Sundance: The Early Days (1979),Western
32153,Once Upon a Forest (1993),Adventure|Animation|Children|Fantasy
32168,Or (a.k.a. My Treasure) (2004),Drama
32170,Chronicles (Crónicas) (2004),Crime|Drama
32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller
32239,Save the Green Planet! (Jigureul jikyeora!) (2003),Comedy|Drama|Horror|Sci-Fi|Thriller
32285,"Boys & Girl from County Clare, The (a.k.a. The Boys from County Clare) (2003)",Comedy|Musical|Romance
32289,Ice Princess (2005),Children|Comedy|Drama
32291,Melinda and Melinda (2004),Comedy|Drama
32294,Milk and Honey (2003),Drama
32296,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime
32298,Guess Who (2005),Comedy|Romance
32300,D.E.B.S. (2004),Action|Comedy
32314,Incident at Loch Ness (2004),Adventure|Comedy|Documentary
32333,"Seagull's Laughter, The (Mávahlátur) (2001)",Comedy|Drama
32342,Woman Thou Art Loosed (2004),Drama
32352,"Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995)",Adventure|Animation|Comedy|Fantasy
32354,Free Radicals (Böse Zellen) (2003),Drama
32419,"Music of Chance, The (1993)",Drama
32440,If Looks Could Kill (1991),Action|Comedy
32442,Greedy (1994),Comedy
32460,Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama
32464,City of Hope (1991),Drama
32493,End of the Century: The Story of the Ramones (2003),Documentary|Musical
32582,"Wild Parrots of Telegraph Hill, The (2003)",Documentary
32584,"Ballad of Jack and Rose, The (2005)",Drama
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
32589,Beauty Shop (2005),Comedy
32591,Look at Me (Comme une image) (2004),Comedy|Drama|Romance
32593,Dust to Glory (2005),Action|Adventure|Documentary
32596,Sahara (2005),Action|Adventure|Comedy
32598,Fever Pitch (2005),Comedy|Romance
,No Title,
32602,Winter Solstice (2004),Drama
32627,Rhinestone (1984),Comedy
32646,Bring on the Night (1985),Documentary|Musical
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),Comedy
32770,Brothers (Brødre) (2004),Drama
32853,"Sorrow and the Pity, The (Le chagrin et la pitié) (1969)",Documentary|War
32935,Evil Remains (Trespassing) (2004),Horror|Thriller
32943,Life Is Sweet (1990),Comedy|Drama
32966,Let Him Have It (1991),Crime|Drama
32988,Clean (2004),Drama
32994,"Delicate Art of Parking, The (2003)",Comedy
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
33085,"Amityville Horror, The (2005)",Horror|Thriller
33092,Acts of Worship (2001) ,Drama
33124,Before the Fall (NaPolA - Elite für den Führer) (2004),Drama|War
33126,"Frisco Kid, The (1979)",Comedy|Western
33129,Onmyoji (Onmyoji: The Yin Yang Master) (2001),Action|Drama|Fantasy|Horror
33132,State Property 2 (2005),Action|Crime|Drama
33134,"Year of the Yao, The (2004)",Documentary
33136,House of D (2004),Drama
33138,Palindromes (2004),Adventure|Comedy|Drama
33140,Down and Derby (2005),Children|Comedy
33142,"Wake in Providence, A (1999)",Comedy
33145,"Lot Like Love, A (2005)",Comedy|Drama|Romance
33148,King's Ransom (2005),Comedy|Crime
33150,"Game of Their Lives, The (2005)",Drama
33152,Madison (2001),Drama
33158,xXx: State of the Union (2005),Action|Crime|Thriller
33160,Death of a Dynasty (2003),Comedy
33162,Kingdom of Heaven (2005),Action|Drama|Romance|War
33164,House of Wax (2005),Horror|Thriller
33166,Crash (2004),Crime|Drama
33168,Jiminy Glick in La La Wood (2004),Comedy|Mystery
33171,Mysterious Skin (2004),Drama|Mystery
33188,Mischief (1985),Comedy|Romance
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",Drama|Romance
33358,Off the Map (2003),Comedy|Drama
33421,Dear Wendy (2005),Drama
33435,Los Angeles Plays Itself (2003),Documentary
33437,Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller
33451,"Ugly, Dirty and Bad (Brutti sporchi e cattivi) (1976)",Comedy|Drama
33463,DuckTales: The Movie - Treasure of the Lost Lamp (1990),Adventure|Animation|Children|Comedy|Fantasy
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
33495,Kicking & Screaming (2005),Comedy
33499,Monster-in-Law (2005),Comedy|Romance
33533,Vodka Lemon (2003),Comedy|Drama
33539,Deep Blue (2003),Documentary
33558,"Snow Walker, The (2003)",Adventure|Drama
33585,9 Songs (2004),Drama|Romance
33615,Madagascar (2005),Adventure|Animation|Children|Comedy
33629,Airborne (1993),Adventure|Comedy
33639,Mad Hot Ballroom (2005),Children|Documentary
33641,Tell Them Who You Are (2004),Documentary
33644,Dominion: Prequel to the Exorcist (2005),Horror|Thriller
33646,"Longest Yard, The (2005)",Comedy|Drama
33649,Saving Face (2004),Comedy|Drama|Romance
33655,Most Wanted (1997),Action|Thriller
33660,Cinderella Man (2005),Drama|Romance
33669,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama
33672,Lords of Dogtown (2005),Action|Comedy|Drama
33675,After You (Après vous...) (2003),Comedy|Romance
33677,Rock School (2005),Documentary
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
33681,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy
33683,High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller
33685,"Honeymooners, The (2005)",Comedy
33688,Parineeta (2005),Drama|Musical|Romance
33722,Ladies in Lavender (2004),Comedy|Drama|Romance
33725,It's All Gone Pete Tong (2004),Comedy|Drama|Musical
33750,Innocent Voices (Voces inocentes) (2004),Drama|War
33794,Batman Begins (2005),Action|Crime|IMAX
33808,Kings & Queen (Rois et reine) (2004),Comedy|Drama
33815,"Perfect Man, The (2005)",Comedy|Drama|Romance
33817,My Summer of Love (2004),Drama|Romance
33819,Heights (2004),Drama
33823,"Bridge of San Luis Rey, The (2004)",Drama
33826,Saint Ralph (2004),Comedy|Drama
33830,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance
33832,Yes (2004),Drama
33834,Land of the Dead (2005),Action|Horror|Thriller
33836,Bewitched (2005),Comedy|Fantasy|Romance
33838,Rize (2005),Documentary
33880,Me and You and Everyone We Know (2005),Comedy|Drama
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",Comedy|Crime|Thriller
33903,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance
33966,Cop and ½ (1993),Comedy
33970,Equinox (1992),Drama|Mystery|Thriller
33988,Twenty Bucks (1993),Comedy
33998,Deceived (1991),Thriller
34008,Caterina in the Big City (Caterina va in città) (2003),Drama|Romance
34032,Modigliani (2004),Drama
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
34076,Right Now (À tout de suite) (2004),Crime|Drama|Romance|Thriller
34129,Rebound (2005),Comedy
34135,Bonjour Monsieur Shlomi (Ha-Kochavim Shel Shlomi) (2003),Comedy|Drama
34138,The Inner Circle (1991),Drama
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi
34153,Murderball (2005),Documentary
34155,Saraband (2003),Drama
34162,Wedding Crashers (2005),Comedy|Romance
34164,Happy Endings (2005),Comedy|Drama
34185,Staying Together (1989),Comedy|Drama
34198,Russian Dolls (Les poupées russes) (2005),Comedy|Romance
34216,Rick (2003),Comedy|Drama
34271,Hustle & Flow (2005),Crime|Drama
34292,Hardware (1990),Action|Horror|Sci-Fi
34314,Funny Ha Ha (2002),Comedy|Drama
34319,"Island, The (2005)",Action|Sci-Fi|Thriller
34321,Bad News Bears (2005),Children|Comedy
34323,"Devil's Rejects, The (2005)",Action|Crime|Horror
34326,Last Days (2005),Drama
34330,November (2004),Drama|Mystery
34332,Sky High (2005),Action|Adventure|Children|Comedy
34334,Stealth (2005),Action|Adventure|Sci-Fi|Thriller
34336,Must Love Dogs (2005),Comedy|Romance
34338,"Aristocrats, The (2005)",Comedy|Documentary
34364,This Is My Life (1992),Comedy|Drama
34405,Serenity (2005),Action|Adventure|Sci-Fi
34426,"Talent Given Us, The (2004)",Comedy|Drama
34437,Broken Flowers (2005),Comedy|Drama
34466,Hum Dil De Chuke Sanam (1999),Drama|Romance
34520,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy
34523,The Chumscrubber (2005),Comedy|Drama
34526,Secuestro Express (2004),Action|Drama|Thriller
34528,Junebug (2005),Comedy|Drama
34530,Deuce Bigalow: European Gigolo (2005),Comedy
34532,"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller
34534,Four Brothers (2005),Action|Crime|Drama
34536,The Great Raid (2005),Action|Drama|War
34538,Asylum (2005),Romance|Thriller
34540,Pretty Persuasion (2005),Comedy|Drama
34542,Grizzly Man (2005),Documentary
34579,"24th Day, The (2004)",Drama|Thriller
34696,Dirty Money (Un flic) (1972),Crime|Drama
34767,My Date with Drew (2004),Comedy|Documentary|Romance
34800,Private Resort (1985),Comedy
35082,Lila Says (Lila dit ça) (2004),Crime|Drama|Romance
35629,"Sea, The (Hafið) (2002)",Drama
35636,Teen Witch (1989),Comedy
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
35843,Who Killed Bambi? (Qui a tué Bambi?) (2003),Drama|Thriller
35957,Red Eye (2005),Horror|Thriller
36083,Main Hoon Na (2004),Action|Comedy|Drama
36152,Dreamchild (1985),Drama|Fantasy|Romance
36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy
36373,Comrades: Almost a Love Story (Tian mi mi) (1996),Drama|Romance
36392,Supercross (2005),Action
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War
36401,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller
36436,"Holy Girl, The (Niña santa, La) (2004)",Drama
36477,"Baxter, The (2005)",Comedy|Drama|Romance
36509,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller
36511,Undiscovered (2005),Comedy|Drama|Romance
36513,Dirty Deeds (2005),Comedy
36517,"Constant Gardener, The (2005)",Drama|Thriller
36519,Transporter 2 (2005),Action|Crime|Thriller
36523,Margaret Cho: Assassin (2005),Comedy
36525,Just Like Heaven (2005),Comedy|Fantasy|Romance
36527,Proof (2005),Drama
36529,Lord of War (2005),Action|Crime|Drama|Thriller|War
36531,Venom (2005),Horror|Thriller
36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller
36535,Everything Is Illuminated (2005),Comedy|Drama
36537,Thumbsucker (2005),Comedy|Drama
36539,"Thing About My Folks, The (2005)",Comedy
36541,HellBent (2004),Horror|Thriller
36543,Crazy Like a Fox (2004),Comedy|Drama
36545,G (2002),Drama|Romance
36683,Where Angels Fear to Tread (1991),Drama
36883,"Jour se lève, Le (Daybreak) (1939)",Crime|Drama|Romance|Thriller
37240,Why We Fight (2005),Documentary
37380,Doom (2005),Action|Horror|Sci-Fi
37382,Domino (2005),Crime|Drama|Thriller
37384,Waiting... (2005),Comedy
37386,Aeon Flux (2005),Action|Sci-Fi
37475,"Unfinished Life, An (2005)",Drama
37477,"Man, The (2005)",Action|Comedy|Crime
37720,"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller
37727,Flightplan (2005),Action|Drama|Thriller
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
37736,Oliver Twist (2005),Drama
37739,"Greatest Game Ever Played, The (2005)",Drama
37741,Capote (2005),Crime|Drama
37837,Côte d'Azur (Crustacés et coquillages) (2005),Comedy|Musical|Romance
37844,Roll Bounce (2005),Comedy|Drama|Romance
37846,Daltry Calhoun (2005),Comedy|Drama
37853,Into the Blue (2005),Action|Adventure|Crime|Thriller
37855,"Prize Winner of Defiance Ohio, The (2005)",Drama
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy
37957,4 (2005),Drama
38036,Medea (1988),Drama
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
38188,Bubble (2006),Crime|Drama|Mystery
38198,Darwin's Nightmare (2004),Documentary
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy
38376,Everybody's Fine (Stanno tutti bene) (1990),Comedy|Drama
38388,Goal! The Dream Begins (Goal!) (2005),Drama
38435,Forty Shades of Blue (2005),Drama
38473,Touch the Sound: A Sound Journey with Evelyn Glennie (2004),Documentary
38583,"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller
38600,Factotum (2005),Drama
38701,Don't Come Knocking (2005),Drama|Western
38798,In Her Shoes (2005),Comedy|Drama
38867,Freeze Frame (2004),Crime|Drama|Thriller
38886,"Squid and the Whale, The (2005)",Comedy|Drama
38992,Two for the Money (2005),Drama
38994,Separate Lies (2005),Drama|Romance|Thriller
39183,Brokeback Mountain (2005),Drama|Romance
39231,Elizabethtown (2005),Comedy|Drama|Romance
39234,North Country (2005),Drama
39244,Leila (1996),Drama|Romance
39292,"Good Night, and Good Luck. (2005)",Crime|Drama
39307,Dreamer: Inspired by a True Story (2005),Children|Drama
39381,"Proposition, The (2005)",Crime|Drama|Western
39390,"Gospel, The (2005)",Drama
39398,C.S.A.: The Confederate States of America (2004),Comedy|Drama
39400,"Fog, The (2005)",Action|Horror|Mystery|Thriller
39402,Loggerheads (2005),Drama
39410,Protocols of Zion (2005),Documentary
39414,Shopgirl (2005),Comedy|Drama|Romance
39416,Kids in America (2005),Comedy|Drama
39419,Where the Truth Lies (2005),Drama|Thriller
39421,After School Special (a.k.a. Barely Legal) (2003),Comedy
39425,Emmanuel's Gift (2005),Documentary
39427,Stay (2005),Thriller
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western
39439,God's Sandbox (Tahara) (2002),Drama
39441,New York Doll (2005),Documentary
39444,"Weather Man, The (2005)",Comedy|Drama
39446,Saw II (2005),Horror|Thriller
39449,Prime (2005),Comedy|Drama|Romance
39516,Don't Move (Non ti muovere) (2004),Drama
39524,"3 Rooms of Melancholia, The (Melancholian 3 huonetta) (2004)",Documentary
39703,Little Fish (2005),Crime|Drama|Romance|Thriller
39869,Manderlay (2005),Drama
39886,Nine Lives (2005),Drama
39896,South Central (1992),Action|Crime|Drama
40278,Jarhead (2005),Action|Drama|War
40337,Holy Guests (Ha-Ushpizin) (2004),Drama
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi
40574,Get Rich or Die Tryin' (2005),Action|Crime|Drama
40581,Just Friends (2005),Comedy|Romance
40583,Syriana (2005),Drama|Thriller
40589,"Best Intentions, The (Den goda viljan) (1992)",Drama|Romance
40614,Derailed (2005),Drama|Thriller
40629,Pride & Prejudice (2005),Drama|Romance
40699,Hi-Life (1998),Comedy|Romance
40723,Wolf Creek (2005),Crime|Horror|Thriller
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
40819,Walk the Line (2005),Drama|Musical|Romance
40826,Rent (2005),Drama|Musical|Romance
40851,Zathura (2005),Action|Adventure|Children|Fantasy
40887,Lonesome Jim (2005),Drama|Romance
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical
40952,Bee Season (2005),Drama
40955,Breakfast on Pluto (2005),Comedy|Drama
40959,"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller
40962,"Yours, Mine and Ours (2005)",Comedy|Romance
40964,In the Mix (2005),Comedy|Crime|Romance
40966,"Libertine, The (2004)",Drama
40969,First Descent (2005),Documentary
41025,"Good Woman, A (2004)",Comedy|Drama|Romance
41212,Mondovino (2004),Documentary
41285,Match Point (2005),Crime|Drama|Romance
41411,"Deep, The (1977)",Adventure|Horror|Mystery|Thriller
41425,"Dying Gaul, The (2005)",Drama|Romance
41434,After Innocence (2005),Crime|Documentary
41527,Paradise Now (2005),Crime|Drama|Thriller|War
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
41571,Memoirs of a Geisha (2005),Drama|Romance
41573,"Family Stone, The (2005)",Comedy|Drama|Romance
41575,"Promise, The (Wu ji) (2005)",Action|Drama|Fantasy
41688,Cowards Bend the Knee (a.k.a. The Blue Hands) (2003),Drama|Romance
41712,"Room for Romeo Brass, A (1999)",Comedy|Drama
41716,"Matador, The (2005)",Comedy|Drama|Thriller
41721,Look Both Ways (2005),Drama|Romance
41753,8 Million Ways to Die (1986),Action|Adventure|Crime|Thriller
41769,Mozart and the Whale (2005),Comedy|Drama|Romance
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama
41941,"Aura, The (Aura, El) (2005)",Crime|Drama|Thriller
41997,Munich (2005),Action|Crime|Drama|Thriller
42002,"Producers, The (2005)",Comedy|Musical
42004,Transamerica (2005),Adventure|Comedy|Drama
42007,Rumor Has It... (2005),Comedy|Drama|Romance
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy
42011,Fun with Dick and Jane (2005),Comedy|Crime
42013,"Ringer, The (2005)",Comedy
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance
42018,Mrs. Henderson Presents (2005),Comedy|Drama
42021,"White Countess, The (2005)",Drama
42053,Dirty Love (2005),Comedy|Romance
42150,Abouna (2002),Drama
42197,Keeping Mum (2005),Comedy|Crime
42208,Paheli (2005),Drama|Fantasy|Musical|Romance
42217,Late Spring (Banshun) (1949),Drama
42413,After Midnight (1989),Horror|Thriller
42602,"Boys of Baraka, The (2005)",Documentary
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller
42710,Ted Bundy (2002),Crime|Drama|Thriller
42718,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi
42721,BloodRayne (2005),Action|Fantasy
42723,Hostel (2005),Horror
42725,Grandma's Boy (2006),Comedy
42728,Tristan & Isolde (2006),Drama|Romance
42730,Glory Road (2006),Drama
42732,Last Holiday (2006),Comedy
42736,April's Shower (2003),Comedy|Romance
42738,Underworld: Evolution (2006),Action|Fantasy|Horror
42740,Looking for Comedy in the Muslim World (2005),Comedy
42935,Riding Alone for Thousands of Miles (Qian li zou dan qi) (2005),Drama
42943,Revolution (1985),Adventure|Drama|War
42958,Little Manhattan (2005),Children|Comedy|Romance
43009,"Ordeal, The (Calvaire) (2004)",Drama|Horror
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War
43415,As Tears Go By (Wong gok ka moon) (1988),Crime|Drama
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama
43556,Annapolis (2006),Drama
43558,Big Momma's House 2 (2006),Action|Comedy|Crime
43560,Nanny McPhee (2005),Children|Comedy|Fantasy
43652,"Comedians of Comedy, The (2005)",Comedy|Documentary
43679,Final Destination 3 (2006),Horror|Mystery|Thriller
43684,Something New (2006),Comedy|Drama|Romance
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy|Documentary
43744,Imagine Me & You (2005),Comedy|Drama|Romance
43836,"Pink Panther, The (2006)",Adventure|Comedy|Crime
43838,Troll (1986),Comedy|Fantasy|Horror
43869,Curious George (2006),Adventure|Animation|Children|Comedy
43871,Firewall (2006),Crime|Drama|Thriller
43899,Tony Takitani (2004),Drama
43904,When a Stranger Calls (2006),Horror|Thriller
43906,Tamara (2005),Fantasy|Horror|Thriller
43908,London (2005),Drama
43910,Neil Young: Heart of Gold (2006),Documentary|Musical
43912,Freedomland (2006),Crime|Drama
43914,Winter Passing (2005),Drama
43917,Eight Below (2006),Action|Adventure|Drama|Romance
43919,Date Movie (2006),Comedy|Romance
43921,Running Scared (2006),Action|Crime|Thriller
43923,Tyler Perry's Madea's Family Reunion (2006),Comedy|Drama
43926,Doogal (2006),Animation|Children
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller
43930,Just My Luck (2006),Comedy|Romance
43932,Pulse (2006),Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
43934,Deep Sea 3D (2006),Documentary|IMAX
43936,16 Blocks (2006),Crime|Thriller
43997,Twist of Faith (2004),Documentary
44004,Failure to Launch (2006),Comedy|Romance
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
44124,Every Man for Himself (Slow Motion) (Sauve qui peut (la vie)) (1980),Drama
44161,Free Zone (2005),Drama|War
44189,Ask the Dust (2006),Drama|Romance
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
44193,She's the Man (2006),Comedy|Romance
44195,Thank You for Smoking (2006),Comedy|Drama
44197,Find Me Guilty (2006),Comedy|Crime|Drama
44199,Inside Man (2006),Crime|Drama|Thriller
44204,Tsotsi (2005),Crime|Drama
44225,Aquamarine (2006),Children|Comedy|Fantasy
44238,Leprechaun 2 (1994),Comedy|Fantasy|Horror
44301,Lights in the Dusk (Laitakaupungin valot) (2006),Crime|Drama
44397,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller
44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy
44421,"Personal Journey with Martin Scorsese Through American Movies, A (1995)",Documentary
44494,Son of the Pink Panther (1993),Comedy
44511,Unknown White Male (2005),Documentary
