movieId,imdbId,tmdbId
163,tt00112851,8068
164,tt00112857,8512
165,tt00112864,1572
166,tt00112887,13552
167,tt00113044,259209
168,tt00113071,6520
169,tt00113114,9073
170,tt00113243,10428
171,tt00113464,17447
172,tt00113481,9886
173,tt00113492,9482
174,tt00113500,19326
175,tt00113540,9344
176,tt00113677,9071
177,tt00113690,8973
178,tt00107447,15730
179,tt00113729,47608
180,tt00113749,2293
181,tt00113820,9070
182,tt00113851,68274
183,tt00110604,48787
184,tt00110620,34574
185,tt00113957,1642
186,tt00113986,11472
187,tt00114095,36196
188,tt00114194,11980
189,tt00114241,58372
190,tt00114323,32646
191,tt00114345,10533
192,tt00114435,56088
193,tt00114436,10802
194,tt00114478,10149
195,tt00114496,18402
196,tt00114508,9348
197,tt00114534,139408
198,tt00114558,281
199,tt00058450,5967
200,tt00114666,79593
201,tt00114663,47939
202,tt00114702,36834
203,tt00114682,9090
204,tt00114781,3512
205,tt00114798,52856
206,tt00114805,77350
207,tt00114887,9560
208,tt00114898,9804
209,tt00114928,31611
210,tt00114938,65796
211,tt00109340,49805
212,tt00112602,26258
213,tt00111579,50797
214,tt00110882,19155
215,tt00112471,76
216,tt00112508,11017
217,tt00112438,37141
218,tt00112571,9382
219,tt00112757,6715
220,tt00112643,18256
222,tt00112679,22625
223,tt00109445,2292
224,tt00112883,1909
225,tt00109635,8984
226,tt00112899,61813
227,tt00109676,4954
228,tt00112854,62488
229,tt00109579,10531
230,tt00109642,11929
231,tt00109686,8467
232,tt00111797,10451
233,tt00109759,20156
234,tt00109758,18395
235,tt00109707,522
236,tt00113117,397
237,tt00113097,10525
238,tt00113028,27985
239,tt00113198,15789
240,tt00113303,27303
241,tt00113089,21183
242,tt00109771,10954
243,tt00113199,47867
244,tt00113234,43475
245,tt00109906,72031
246,tt00110057,14275
247,tt00110005,1024
248,tt00110066,17207
249,tt00110116,13701
250,tt00110006,14819
251,tt00113360,32631
252,tt00110099,11777
253,tt00110148,628
254,tt00113463,87729
255,tt00110189,18713
256,tt00110216,6280
257,tt00113501,9061
258,tt00113538,37108
259,tt00113552,6071
260,tt00076759,11
261,tt00110367,9587
262,tt00113670,19101
263,tt00110296,49980
264,tt00109731,17961
265,tt00103994,18183
266,tt00110322,4476
267,tt00110443,11008
268,tt00110365,47504
269,tt00107566,32325
270,tt00110391,43742
271,tt00113691,28313
272,tt00110428,11318
273,tt00109836,3036
274,tt00113755,40490
275,tt00110538,24070
276,tt00110516,8986
277,tt00110527,10510
278,tt00113808,17402
279,tt00113896,38722
280,tt00113870,8438
281,tt00110684,11593
282,tt00110638,1945
283,tt00113967,39310
284,tt00117169,109560
285,tt00106402,56428
286,tt00113948,63105
287,tt00110671,131957
288,tt00110632,241
289,tt00110737,9058
290,tt00110729,527
292,tt00114069,6950
293,tt00110413,101
294,tt00114113,63020
295,tt00114210,2307
296,tt00110912,680
297,tt00114084,41478
298,tt00105652,25296
299,tt00110889,40156
300,tt00110932,11450
301,tt00114129,30304
302,tt00110963,10452
303,tt00114214,12106
304,tt00114296,161495
305,tt00110907,3586
306,tt00111495,110
307,tt00108394,108
308,tt00111507,109
309,tt00110769,159185
310,tt00114268,36357
311,tt00110965,92769
312,tt00114571,28033
313,tt00111333,22586
314,tt00111112,14334
315,tt00111255,2636
316,tt00111282,2164
317,tt00111070,11395
318,tt00111161,278
319,tt00111149,9905
320,tt00108260,87078
321,tt00106966,12527
322,tt00114594,20306
324,tt00111309,36614
325,tt00113936,27993
326,tt00110081,31439
327,tt00114614,9067
328,tt00114608,9059
329,tt00111280,193
330,tt00114609,25066
331,tt00111454,46797
332,tt00114852,12122
333,tt00114694,11381
334,tt00111590,32636
335,tt00114788,36141
336,tt00114888,95963
337,tt00108550,1587
338,tt00114857,9271
339,tt00114924,2064
340,tt00111667,19855
341,tt00109655,60855
342,tt00110598,236
343,tt00112435,48287
344,tt00109040,3049
345,tt00109045,2759
346,tt00106339,12635
347,tt00104779,10497
348,tt00109348,11382
349,tt00109444,9331
350,tt00109446,10731
351,tt00109484,10464
352,tt00109504,34152
353,tt00109506,9495
354,tt00109450,29973
355,tt00109813,888
356,tt00109830,13
357,tt00109831,712
358,tt00113305,16295
359,tt00110091,48992
360,tt00110093,10879
361,tt00110167,10660
362,tt00110213,10714
363,tt00107472,41647
364,tt00110357,8587
365,tt00107426,1689
366,tt00111686,11596
367,tt00110475,854
368,tt00110478,9359
369,tt00110588,23333
370,tt00110622,36593
371,tt00110771,12280
372,tt00110950,2788
373,tt00105226,10427
374,tt00110989,11011
375,tt00111054,49803
376,tt00110997,8987
377,tt00111257,1637
378,tt00111256,15128
379,tt00111438,8831
380,tt00111503,36955
381,tt00111693,10449
382,tt00111742,10395
383,tt00111756,12160
384,tt00112443,40480
385,tt00110455,52038
386,tt00111048,29444
387,tt00110399,26352
388,tt00112570,39953
389,tt00109454,41580
390,tt00059170,315
391,tt00110186,22067
392,tt00108069,18242
393,tt00111301,11667
394,tt00112702,32502
395,tt00112849,267188
396,tt00113014,28732
397,tt00113043,75555
398,tt00113104,42981
399,tt00113173,278939
400,tt00113319,291731
401,tt00113827,226229
402,tt00114047,203119
403,tt00112889,172923
404,tt00109339,316098
405,tt00110027,8011
406,tt00109785,171857
407,tt00113409,2654
408,tt00109021,18069
409,tt00109035,19092
410,tt00106220,2758
411,tt00111804,38129
412,tt00106226,10436
413,tt00109068,13595
414,tt00109067,46094
415,tt00106292,9409
416,tt00109198,11853
417,tt00109219,16771
418,tt00106379,46924
419,tt00106400,11041
420,tt00109254,306
421,tt00109279,14522
422,tt00109297,26203
423,tt00109303,178
424,tt00109305,19819
425,tt00109306,57834
426,tt00106452,4722
427,tt00106471,18215
428,tt00106489,1607
429,tt00109361,26391
430,tt00106505,117553
431,tt00106519,6075
432,tt00109439,11310
433,tt00109443,18658
434,tt00106582,9350
435,tt00106598,9612
436,tt00109456,2124
437,tt00109480,26261
438,tt00109493,19176
439,tt00106660,49299
440,tt00106673,11566
441,tt00106677,9571
442,tt00106697,9739
443,tt00109729,24257
444,tt00106834,34444
445,tt00106873,26141
446,tt00106332,10997
447,tt00109783,50463
448,tt00106881,10443
449,tt00106880,20239
450,tt00111732,16297
451,tt00106926,18551
452,tt00111712,25440
453,tt00106941,9024
454,tt00106918,37233
455,tt00106965,1634
456,tt00109842,13815
457,tt00106977,5503
458,tt00107004,35588
459,tt00109890,2087
460,tt00109891,41579
461,tt00109913,18620
462,tt00109920,41006
463,tt00107057,4916
464,tt00107076,2019
465,tt00107096,31642
466,tt00107144,9255
467,tt00113674,26271
468,tt00112966,10612
469,tt00107151,2259
470,tt00110064,16097
471,tt00110074,11934
472,tt00110097,106143
473,tt00110123,12475
474,tt00107206,9386
475,tt00107207,7984
476,tt00110137,59930
477,tt00108551,15765
478,tt00110197,31643
479,tt00107286,6
480,tt00107290,329
481,tt00107302,10909
482,tt00110265,507
483,tt00107322,34024
484,tt00110305,29918
485,tt00107362,9593
486,tt00107413,42580
487,tt00110353,22317
488,tt00107468,1413
489,tt00107478,12121
490,tt00107497,2246
491,tt00107501,10502
492,tt00107507,10440
493,tt00107554,9516
494,tt00116253,2320
495,tt00074102,5879
496,tt00111689,83718
497,tt00107616,11971
498,tt00107611,2625
499,tt00107613,31911
500,tt00107614,788
501,tt00107653,21450
502,tt00110657,11231
503,tt00110649,41588
504,tt00110678,10447
505,tt00110687,31586
506,tt00107756,9300
507,tt00107808,9559
508,tt00107818,9800
509,tt00107822,713
510,tt00107840,8291
511,tt00107889,18133
512,tt00111003,25557
513,tt00110939,22588
514,tt00110955,10872
515,tt00107943,1245
516,tt00110971,11858
517,tt00107969,7007
518,tt00111001,10467
519,tt00107978,5550
520,tt00107977,8005
521,tt00107983,2088
522,tt00105275,10412
523,tt00108000,47889
524,tt00108002,14534
525,tt00108026,56583
526,tt00105032,41878
527,tt00108052,424
528,tt00111094,35233
529,tt00108065,14291
530,tt00111102,103413
531,tt00108071,11236
532,tt00111127,11592
533,tt00111143,8850
534,tt00108101,10445
535,tt00108122,695
536,tt00111194,43535
537,tt00111201,12519
538,tt00108149,23210
539,tt00108160,858
540,tt00108162,867
541,tt00083658,78
542,tt00108186,13203
543,tt00108174,10442
544,tt00108238,11074
546,tt00108255,9607
547,tt00111323,17585
548,tt00111400,9057
549,tt00108328,20967
550,tt00111418,10635
551,tt00107688,9479
552,tt00108333,10057
553,tt00108358,11969
554,tt00111488,41590
555,tt00108399,319
556,tt00108515,26408
558,tt00110763,15139
559,tt00107779,161158
560,tt00109226,218473
561,tt00110259,85247
562,tt00114906,11446
563,tt00107002,51980
564,tt00109403,24405
565,tt00104029,11655
566,tt00110623,11800
567,tt00107315,8223
568,tt00106408,14587
569,tt00110363,31504
570,tt00107349,41653
571,tt00111709,53185
572,tt00109828,95743
573,tt00107225,23637
574,tt00111252,17600
575,tt00110366,10897
576,tt00106878,349394
577,tt00109120,21352
579,tt00108059,68806
580,tt00110892,37345
581,tt00112651,32562
582,tt00107642,47507
583,tt00109382,25403
584,tt00106678,124304
585,tt00112572,9066
586,tt00099785,771
587,tt00099653,251
588,tt00103639,812
589,tt00103064,280
590,tt00099348,581
591,tt00114706,80350
592,tt00096895,268
593,tt00102926,274
594,tt00029583,408
595,tt00101414,10020
596,tt00032910,10895
597,tt00100405,114
598,tt00110719,41043
599,tt00065214,576
600,tt00110395,15477
601,tt00111752,59146
602,tt00109934,124472
603,tt00112606,30528
604,tt00115978,538286
605,tt00117247,7300
606,tt00112625,10824
607,tt00106537,261246
608,tt00116282,275
609,tt00116552,25059
610,tt00082509,11827
611,tt00116514,8766
612,tt00117283,23570
613,tt00116684,47333
614,tt00110374,54850
615,tt00070506,51242
616,tt00065421,10112
617,tt00113083,4307
618,tt00118001,46029
619,tt00116165,32308
620,tt00102855,88893
621,tt00107471,52873
623,tt00113839,123505
625,tt00090665,44281
626,tt00117891,28121
627,tt00113613,12520
628,tt00117381,1592
629,tt00114305,166901
630,tt00115837,36447
631,tt00115509,19042
632,tt00114671,38884
633,tt00112844,47449
634,tt00114658,36259
635,tt00116275,41852
636,tt00113122,40926
637,tt00117608,9099
638,tt00113448,2021
639,tt00116414,61752
640,tt00116095,10988
641,tt00111543,11479
642,tt00117517,398959
643,tt00117312,287305
644,tt00116485,339428
645,tt00113947,12652
647,tt00115956,10684
648,tt00117060,954
649,tt00109028,68445
650,tt00117071,18989
651,tt00117788,10801
652,tt00112257,54285
653,tt00116136,8840
654,tt00118026,278978
655,tt00117117,124625
656,tt00116168,11107
657,tt00111787,16417
658,tt00112509,70934
659,tt00054189,10363
660,tt00115591,161070
661,tt00116683,10539
662,tt00116287,10543
663,tt00116768,18414
664,tt00116269,47502
665,tt00114787,11902
666,tt00113720,27098
667,tt00112536,25087
668,tt00048473,5801
670,tt00052572,896
671,tt00117128,3065
672,tt00114616,318177
673,tt00117705,2300
674,tt00062711,8069
675,tt00110061,288173
676,tt00140614,187851
678,tt00108181,27768
679,tt00114307,221917
680,tt00058898,8072
681,tt00082206,35797
682,tt00111430,88030
683,tt00107727,185191
684,tt00081759,83857
685,tt00113443,33245
687,tt00109491,124460
688,tt00114048,27281
690,tt00111613,105045
691,tt00117104,40001
692,tt00117688,29621
693,tt00109751,117730
694,tt00117774,20762
695,tt00114736,37144
696,tt00112604,48260
697,tt00116289,12656
698,tt00109593,38867
699,tt00103095,277270
700,tt00112368,25969
701,tt00104046,44103
702,tt00062952,753
703,tt00115742,43634
704,tt00117420,9103
705,tt00115951,90214
706,tt00117784,29649
707,tt00117107,10990
708,tt00117979,8866
709,tt00095776,12233
710,tt00115851,23449
711,tt00116322,36355
712,tt00109374,37667
713,tt00110712,90148
714,tt00112817,922
715,tt00113362,11876
716,tt00073778,52633
717,tt00112546,62364
718,tt00108500,11687
719,tt00117108,9304
720,tt00118114,503475
721,tt00114103,
722,tt00113270,73183
723,tt00092123,131232
724,tt00115963,9100
725,tt00116448,20759
726,tt00116827,46063
727,tt00114894,365371
728,tt00112701,32513
729,tt00113429,40651
730,tt00125877,
731,tt00116508,36915
732,tt00117260,40507
733,tt00117500,9802
734,tt00116405,25697
735,tt00109592,21588
736,tt00117998,664
737,tt00115624,11867
738,tt00113145,47119
739,tt00116559,314352
741,tt00113568,9323
742,tt00117894,10280
743,tt00117723,10535
744,tt00112586,124613
745,tt00112691,532
746,tt00040366,26744
747,tt00117768,16299
748,tt00115571,10547
749,tt00031612,245268
750,tt00057012,935
751,tt00103926,55613
752,tt00105737,215107
753,tt00113849,41007
754,tt00113188,35645
755,tt00042644,110465
756,tt00109381,255546
757,tt00109688,40751
758,tt00104606,275096
759,tt00110480,85778
760,tt00108211,11101
761,tt00117331,9826
762,tt00117765,9879
763,tt00116833,63564
764,tt00113280,22621
765,tt00116669,7095
766,tt00116594,26890
767,tt00113211,46732
768,tt00114494,124633
769,tt00116992,581579
770,tt00038426,
771,tt00094265,202425
772,tt00105201,196940
773,tt00070820,77771
774,tt00084898,181083
775,tt00063715,41225
776,tt00109191,188589
777,tt00114122,87190
778,tt00117951,627
779,tt00118523,32872
780,tt00116629,602
781,tt00117737,14553
782,tt00116277,9566
783,tt00116583,10545
784,tt00115798,9894
785,tt00116778,11543
786,tt00116213,9268
787,tt00113147,52059
788,tt00117218,9327
789,tt00100990,123763
790,tt00111546,81949
791,tt00113610,
792,tt00093199,42005
793,tt00106810,124306
794,tt00111180,183955
795,tt00111237,44535
796,tt00072362,44495
797,tt00103207,78285
798,tt00116040,11228
799,tt00116365,10779
800,tt00116905,26748
801,tt00116493,38223
802,tt00117333,9294
803,tt00118113,49963
804,tt00117628,11363
805,tt00117913,1645
806,tt00115530,31546
807,tt00114266,77056
808,tt00115493,36344
809,tt00116320,18550
810,tt00116756,11511
812,tt00109356,172198
813,tt00116823,34170
814,tt00112568,281085
815,tt00114170,109478
816,tt00117999,124645
818,tt00118073,12606
819,tt00108220,69895
820,tt00049521,35206
821,tt00112746,525936
822,tt00104403,151489
823,tt00061495,4837
824,tt00110246,12632
825,tt00116164,9098
826,tt00112865,282919
827,tt00112716,124614
828,tt00115472,18975
829,tt00116707,11962
830,tt00116313,2925
831,tt00114550,28628
832,tt00117438,3595
833,tt00116531,9308
834,tt00117332,92381
835,tt00116353,18555
836,tt00115857,12123
837,tt00117008,10830
838,tt00116191,3573
839,tt00115986,10546
840,tt00116571,18862
841,tt00053459,31417
842,tt00117826,9431
843,tt00113695,124619
844,tt00108227,297645
845,tt00111424,48144
846,tt00113080,46986
847,tt00115680,144982
848,tt00117718,47907
849,tt00116225,10061
850,tt00112767,36266
851,tt00115632,549
852,tt00117918,10478
853,tt00104109,66634
854,tt00051980,116690
855,tt00100840,213917
856,tt00107575,145925
857,tt00042054,100914
858,tt00068646,238
859,tt00116536,484245
860,tt00109255,159
861,tt00104558,11134
862,tt00116985,88224
864,tt00114936,132641
865,tt00114474,42758
866,tt00115736,9303
867,tt00115836,23945
868,tt00101692,37820
869,tt00116745,22479
870,tt00119214,9054
871,tt00116934,241058
872,tt00109066,11985
873,tt00075169,10232
874,tt00113542,59569
875,tt00110693,410921
876,tt00106544,38955
877,tt00116418,110513
878,tt00112607,114089
879,tt00120004,11015
880,tt00116654,9306
881,tt00116311,12559
882,tt00117965,58770
884,tt00114592,124851
885,tt00115725,3587
886,tt00115783,10723
887,tt00120271,56077
889,tt00109001,101230
890,tt00094822,253632
891,tt00113253,10987
892,tt00117991,44705
893,tt00117093,20318
894,tt00024252,43596
895,tt00105729,79782
896,tt00111019,26933
897,tt00035896,27854
898,tt00032904,981
899,tt00045152,872
900,tt00043278,2769
901,tt00050419,13320
902,tt00054698,164
903,tt00052357,426
904,tt00047396,567
905,tt00025316,3078
906,tt00036855,13528
907,tt00025164,28288
908,tt00053125,213
909,tt00053604,284
910,tt00053291,239
911,tt00056923,4808
912,tt00034583,289
913,tt00033870,963
914,tt00058385,11113
915,tt00047437,6620
916,tt00046250,804
917,tt00031580,26531
918,tt00037059,909
919,tt00032138,630
920,tt00031381,770
921,tt00084370,31044
922,tt00043014,599
923,tt00033467,15
924,tt00062622,62
925,tt00039428,121357
926,tt00042192,705
927,tt00032143,22490
928,tt00032976,223
929,tt00032484,25670
930,tt00038787,303
931,tt00038109,4174
932,tt00050105,8356
933,tt00048728,381
934,tt00042451,20758
935,tt00045537,29376
936,tt00031725,1859
937,tt00050658,18299
938,tt00051658,17281
939,tt00052126,64382
940,tt00029843,10907
941,tt00032762,32093
942,tt00037008,1939
943,tt00039420,22292
944,tt00029162,3598
945,tt00027125,3080
946,tt00035446,198
947,tt00028010,13562
948,tt00049261,1712
949,tt00048028,220
950,tt00025878,3529
951,tt00032599,3085
952,tt00048960,2897
953,tt00038650,1585
954,tt00031679,3083
955,tt00029947,900
956,tt00034012,43795
957,tt00017350,85638
958,tt00036094,50001
959,tt00025586,43905
960,tt00038300,22688
961,tt00027893,23114
962,tt00032022,26378
963,tt00041509,40206
964,tt00039152,22356
965,tt00026029,260
966,tt00038235,43488
967,tt00036241,22613
968,tt00063350,10331
969,tt00043265,488
970,tt00046414,22733
971,tt00051459,261
972,tt00047162,57575
973,tt00033891,32574
974,tt00029855,22657
975,tt00029588,76464
976,tt00022879,22649
977,tt00027980,176841
979,tt00114007,125587
980,tt00093229,39448
981,tt00118927,52855
982,tt00048491,39940
983,tt00113730,172868
984,tt00117357,85328
985,tt00117669,124632
986,tt00116329,11076
987,tt00118742,63945
988,tt00116442,58985
989,tt00114354,890
990,tt00117011,10861
991,tt00117039,1770
992,tt00117473,44465
993,tt00116635,2033
994,tt00115678,18203
996,tt00116830,9333
997,tt00115847,47260
998,tt00117603,9400
999,tt00115438,9401
1000,tt00115994,12241
1001,tt00083587,25739
1002,tt00116167,161806
1003,tt00116259,11306
1004,tt00116421,9625
1005,tt00116000,10680
1006,tt00115862,6346
1007,tt00072653,18660
1008,tt00047977,35115
1009,tt00072951,14821
1010,tt00064603,14136
1011,tt00071607,10869
1012,tt00050798,22660
1013,tt00055277,19186
1014,tt00054195,31102
1015,tt00107131,6878
1016,tt00053271,15944
1017,tt00054357,18444
1018,tt00059793,20723
1019,tt00046672,173
1020,tt00106611,864
1021,tt00109127,24795
1022,tt00042332,11224
1023,tt00063819,81310
1024,tt00038166,15947
1025,tt00057546,9078
1026,tt00041890,29682
1027,tt00102798,8367
1028,tt00058331,433
1029,tt00033563,11360
1030,tt00076538,11114
1031,tt00066817,12335
1032,tt00043274,12092
1033,tt00082406,10948
1034,tt00116361,11229
1035,tt00059742,15121
1036,tt00095016,562
1037,tt00104692,10163
1038,tt00118044,48862
1039,tt00114597,117036
1040,tt00117582,47199
1041,tt00117589,11159
1042,tt00117887,9591
1043,tt00117924,30500
1044,tt00117791,41843
1045,tt00116928,55058
1046,tt00115640,10938
1047,tt00116908,11412
1049,tt00116409,10586
1050,tt00116913,42314
1051,tt00117958,27845
1052,tt00117400,108365
1053,tt00117202,23223
1054,tt00116404,49471
1055,tt00120107,38153
1056,tt00116722,25147
1057,tt00116242,9716
1058,tt00115600,43777
1059,tt00117509,454
1060,tt00117802,10218
1061,tt00117665,819
1062,tt00117781,38191
1063,tt00116714,56830
1065,tt00043140,27256
1066,tt00029546,31530
1067,tt00028757,66473
1068,tt00039286,28120
1069,tt00037101,1834
1070,tt00044863,26282
1071,tt00109823,37218
1073,tt00067992,252
1075,tt00111622,116356
1076,tt00055018,16372
1077,tt00070707,11561
1078,tt00066808,11302
1079,tt00095159,623
1080,tt00079470,583
1081,tt00084865,12614
1082,tt00068334,21711
1083,tt00059243,11575
1084,tt00061418,475
1085,tt00052027,11331
1086,tt00046912,521
1087,tt00113731,21202
1088,tt00092890,88
1089,tt00105236,500
1090,tt00091763,792
1091,tt00098627,8491
1092,tt00103772,402
1093,tt00101761,10537
1094,tt00104036,11386
1095,tt00104348,9504
1096,tt00084707,15764
1097,tt00083866,601
1098,tt00117577,67365
1099,tt00029992,25842
1100,tt00099371,2119
1101,tt00092099,744
1102,tt00115531,136311
1103,tt00048545,221
1104,tt00044081,702
1105,tt00115885,25750
1106,tt00116859,17642
1107,tt00102336,
1109,tt00115870,427043
1110,tt00115684,146341
1111,tt00117040,9305
1112,tt00117284,37616
1113,tt00115580,11112
1114,tt00116378,21612
1115,tt00114472,141210
1116,tt00113057,102461
1117,tt00116581,36998
1118,tt00114622,200383
1119,tt00112907,116844
1120,tt00117318,1630
1121,tt00116422,26626
1122,tt00114147,470646
1123,tt00117320,124837
1124,tt00082846,11816
1125,tt00072081,11843
1126,tt00101775,10379
1127,tt00096754,2756
1128,tt00080749,790
1129,tt00082340,1103
1130,tt00082533,11298
1131,tt00091288,4480
1132,tt00091480,4481
1133,tt00111357,575751
1134,tt00107274,49688
1135,tt00081375,10765
1136,tt00071853,762
1137,tt00116587,44497
1138,tt00112777,85588
1139,tt00116245,278621
1140,tt00116212,99479
1141,tt00113328,566972
1142,tt00116403,
1143,tt00117968,55049
1144,tt00116886,124829
1145,tt00117677,79306
1146,tt00112759,356054
1147,tt00118147,10548
1148,tt00108598,531
1149,tt00110173,104931
1150,tt00084589,4483
1151,tt00109781,18919
1152,tt00040427,31556
1153,tt00040723,26167
1154,tt00039881,26174
1155,tt00092281,572997
1156,tt00034493,61461
1157,tt00039004,117500
1158,tt00026465,218713
1159,tt00026656,217802
1160,tt00025799,127973
1161,tt00078875,659
1162,tt00069198,30892
1163,tt00110521,86369
1164,tt00060304,8074
1165,tt00115715,124676
1166,tt00113031,559489
1167,tt00116059,38554
1168,tt00115610,49763
1169,tt00099028,41326
1170,tt00112483,36555
1171,tt00103850,10608
1172,tt00095765,11216
1173,tt00097108,7452
1174,tt00109942,64567
1175,tt00101700,892
1176,tt00101765,1600
1177,tt00101811,26561
1178,tt00050825,975
1179,tt00099703,18129
1180,tt00102014,54405
1181,tt00120121,150823
1183,tt00116209,409
1184,tt00102426,38251
1185,tt00097937,10161
1186,tt00098724,1412
1187,tt00105107,41768
1188,tt00105488,10409
1189,tt00096257,14285
1190,tt00101026,2469
1191,tt00102370,10174
1192,tt00100332,31225
1193,tt00073486,510
1194,tt00078446,11455
1196,tt00080684,1891
1197,tt00093779,2493
1198,tt00082971,85
1199,tt00088846,68
1200,tt00090605,679
1201,tt00060196,429
1202,tt00094336,13446
1203,tt00050083,389
1204,tt00056172,947
1206,tt00066921,185
1207,tt00056592,595
1208,tt00078788,28
1209,tt00064116,335
1210,tt00086190,1892
1211,tt00093191,144
1212,tt00041959,1092
1213,tt00099685,769
1214,tt00078748,348
1215,tt00106308,766
1216,tt00095250,175
1217,tt00089881,11645
1218,tt00097202,10835
1219,tt00054215,539
1220,tt00080455,525
1221,tt00071562,240
1222,tt00093058,600
1223,tt00104361,530
1224,tt00097499,10705
1225,tt00086879,279
1226,tt00045061,3109
1227,tt00087843,311
1228,tt00081398,1578
1230,tt00075686,703
1231,tt00086197,9549
1232,tt00079944,1398
1233,tt00082096,387
1234,tt00070735,9277
1235,tt00067185,343
1236,tt00103130,37291
1237,tt00050976,490
1238,tt00085859,11235
1240,tt00088247,218
1241,tt00103873,763
1242,tt00097441,9665
1243,tt00100519,18971
1244,tt00079522,696
1245,tt00100150,379
1246,tt00097165,207
1247,tt00061722,37247
1248,tt00052311,1480
1249,tt00100263,9322
1250,tt00050212,826
1251,tt00056801,422
1252,tt00071315,829
1253,tt00043456,828
1254,tt00040897,3090
1255,tt00092610,9964
1256,tt00023969,3063
1257,tt00088794,13667
1258,tt00081505,694
1259,tt00092005,235
1260,tt00022100,832
1261,tt00092991,765
1262,tt00057115,5925
1263,tt00077416,11778
1264,tt00082269,4485
1265,tt00107048,137
1266,tt00105695,33
1267,tt00056218,982
1268,tt00100436,8428
1269,tt00036613,212
1270,tt00088763,105
1271,tt00101921,1633
1272,tt00066206,11202
1273,tt00090967,1554
1274,tt00094625,149
1275,tt00091203,8009
1276,tt00061512,903
1277,tt00099334,11673
1278,tt00072431,3034
1279,tt00102536,339
1280,tt00101640,10404
1281,tt00032553,914
1282,tt00032455,756
1283,tt00044706,288
1284,tt00038355,910
1285,tt00097493,2640
1286,tt00081534,16633
1287,tt00052618,665
1288,tt00088258,11031
1289,tt00085809,11314
1290,tt00094006,15143
1291,tt00097576,89
1292,tt00078841,10322
1293,tt00083987,783
1295,tt00096332,10644
